Rooms,Area,Bathrooms,Condition,Region,Price_Range
3,117.0,2,5,4,3
3,122.0,3,2,5,3
3,169.86,2,2,5,4
6,477.0,4,5,5,4
5,322.0,4,5,5,5
4,150.0,3,5,4,3
4,245.0,4,2,4,4
3,284.0,3,5,16,3
2,109.0,1,2,17,3
4,157.0,3,4,4,4
4,160.0,2,5,5,4
4,224.0,4,4,5,4
3,200.0,3,4,5,5
3,73.0,2,2,4,3
4,338.74,4,5,5,4
4,180.0,3,2,5,4
3,123.0,3,1,5,3
2,112.0,3,1,5,3
5,204.0,4,5,5,4
4,135.0,3,2,5,3
4,142.0,2,3,4,3
3,200.0,4,1,5,4
3,110.0,3,2,18,3
4,294.21,4,5,5,5
2,90.0,2,1,5,3
3,114.0,3,4,5,3
3,200.0,3,5,17,4
3,90.55,2,4,5,4
4,150.0,3,4,5,4
3,126.0,2,5,5,4
7,160.0,4,2,18,4
4,180.0,2,5,5,3
4,184.47,3,5,18,4
3,66.87,1,2,18,3
4,202.0,3,5,5,4
3,116.1,2,5,5,4
4,186.0,3,1,17,5
4,233.0,3,5,4,5
2,99.98,1,2,5,3
3,159.2,3,5,5,4
3,141.54,2,5,17,4
4,301.43,3,5,16,5
4,185.0,4,1,16,4
3,120.0,2,1,18,4
5,206.32,4,1,5,5
5,380.0,4,5,5,5
4,152.05,4,1,17,4
5,280.0,3,2,4,4
4,220.0,3,1,17,4
2,135.0,3,5,5,4
4,160.0,3,1,5,4
4,180.0,4,1,5,4
3,113.76,2,1,5,4
5,174.06,3,5,5,4
3,120.21,2,1,17,4
3,329.0,3,5,4,4
2,85.0,2,2,4,3
4,255.0,2,2,4,3
3,109.0,3,2,17,3
3,100.0,2,5,5,3
3,99.2,2,1,5,3
2,160.0,1,5,5,3
4,235.0,4,1,5,4
2,40.0,1,3,5,3
4,189.2,3,2,5,4
3,72.0,1,3,18,2
4,115.0,3,4,17,3
4,200.0,2,2,5,4
4,300.0,4,1,18,5
6,321.0,4,5,17,4
4,188.57,3,4,5,4
3,290.1,3,5,16,4
3,92.0,2,2,4,3
6,240.0,3,5,5,4
3,96.4,2,4,4,4
3,120.0,3,4,5,4
4,181.5,4,1,5,4
3,132.0,3,4,5,3
4,100.0,4,5,5,2
3,101.91,3,4,5,3
3,107.13,3,4,5,3
4,126.42,3,5,4,3
3,118.0,2,1,5,4
3,105.0,3,5,5,3
3,151.81,3,4,5,4
3,148.0,2,1,5,3
4,218.0,3,4,4,5
3,135.0,2,1,5,3
4,245.0,4,2,4,4
4,180.0,4,4,4,4
4,155.0,3,1,5,4
3,98.94,3,1,5,3
2,49.0,1,3,17,2
2,82.0,2,3,17,2
3,126.51,2,1,4,4
3,135.6,2,5,16,3
8,180.0,3,5,5,4
5,330.0,3,5,18,5
2,249.0,4,5,5,3
4,155.0,4,1,16,4
4,206.0,3,1,4,4
4,207.0,3,1,4,4
2,48.0,1,3,17,2
4,198.82,3,5,5,4
3,82.0,1,3,17,2
4,199.0,4,4,4,4
5,434.0,4,5,18,5
4,262.0,4,5,18,5
0,26.0,1,3,4,2
4,182.0,4,1,5,4
4,200.0,3,5,5,4
3,109.0,3,5,4,4
4,126.0,4,1,5,5
5,424.0,3,5,4,4
5,540.0,4,5,16,5
4,170.0,2,5,4,3
2,48.0,1,5,5,4
5,306.0,4,1,18,5
4,199.0,4,5,16,4
3,140.0,4,5,5,4
3,78.0,2,5,4,3
3,151.0,2,2,17,3
3,194.11,3,4,5,4
4,175.0,3,5,5,4
2,75.0,1,5,18,4
4,265.0,3,1,17,4
5,246.0,4,5,4,4
4,187.3,4,1,4,4
3,160.0,2,5,5,4
4,160.0,4,4,5,4
3,135.75,3,1,5,4
4,130.0,4,1,5,4
4,215.0,4,1,4,5
4,225.0,4,1,4,5
4,219.0,4,1,4,5
4,147.29,4,1,5,4
4,170.0,4,4,5,4
4,144.37,3,5,18,5
4,140.0,3,1,5,4
4,138.0,3,1,5,4
4,278.0,3,2,16,4
2,157.19,3,2,5,3
3,195.0,4,5,16,4
4,275.0,4,4,16,4
3,110.0,2,5,5,3
3,135.0,3,5,5,3
3,245.0,4,5,4,3
3,167.0,2,1,5,4
6,278.0,4,2,18,5
3,200.0,3,5,5,4
3,145.3,4,4,5,4
3,153.0,3,5,4,3
4,150.0,4,1,5,4
3,160.0,3,5,4,3
5,241.55,4,4,5,5
3,201.0,4,5,5,4
3,120.0,2,1,5,4
4,203.1,3,5,5,4
4,138.9,3,1,4,4
4,180.0,4,5,5,4
3,145.78,4,1,4,4
4,182.0,4,1,5,4
4,172.0,3,5,17,4
4,160.0,3,4,5,4
4,166.0,3,5,5,4
3,164.0,3,4,5,4
3,74.5,1,5,5,4
4,175.0,4,1,5,4
4,172.0,4,1,5,4
4,140.0,3,1,5,4
4,185.0,3,1,5,4
4,400.0,3,5,5,5
4,277.0,3,5,5,4
4,227.0,4,4,5,4
6,490.0,4,5,5,5
3,101.91,3,1,5,3
3,142.0,2,1,4,4
4,312.65,4,1,5,5
3,121.5,3,1,5,4
3,154.0,2,5,4,3
3,120.0,2,4,17,4
3,120.0,3,4,5,4
4,178.0,4,4,5,4
3,272.0,3,1,4,4
5,115.0,3,4,5,4
5,271.0,4,5,4,4
3,164.0,3,1,19,3
4,320.0,3,5,4,4
3,162.0,3,5,17,4
4,165.0,3,5,5,4
4,205.0,4,5,4,3
4,145.0,3,1,5,4
3,108.0,2,5,5,3
3,135.0,2,1,4,4
4,250.0,4,4,18,5
4,400.0,4,4,16,5
3,125.0,2,4,5,4
6,370.0,4,5,17,5
5,306.0,4,4,18,5
2,145.0,4,4,18,5
3,218.0,4,4,18,5
3,218.0,4,4,18,5
5,206.0,4,4,5,5
3,120.0,3,1,4,3
3,127.0,3,1,5,4
3,325.0,4,1,5,5
3,133.0,3,1,5,3
3,150.0,2,4,5,4
3,120.0,2,4,5,4
4,211.0,4,1,17,4
4,211.0,4,1,17,4
5,290.0,4,1,5,5
2,121.0,2,2,5,3
4,154.22,4,1,4,4
5,311.0,4,1,5,5
4,200.0,3,1,4,4
4,197.0,3,1,4,4
3,158.42,4,5,4,4
4,127.0,3,1,5,4
4,216.0,3,1,17,4
4,150.0,3,1,5,4
4,287.52,4,5,18,5
3,176.0,3,4,5,4
4,180.0,4,4,5,4
4,180.0,4,4,5,4
3,120.86,3,1,5,3
4,274.0,3,5,5,5
3,218.0,2,5,5,4
3,96.4,2,1,5,4
5,200.0,4,2,5,4
4,135.0,3,1,5,4
2,72.0,2,1,5,4
4,175.0,2,5,5,4
2,68.0,3,1,4,3
4,153.55,4,1,5,4
6,380.0,4,1,5,5
7,331.0,4,5,16,4
4,153.0,4,1,5,4
4,200.0,4,4,18,5
3,190.0,3,5,5,5
3,102.86,3,2,5,3
3,153.18,2,5,5,4
3,303.0,4,5,5,4
4,134.0,1,5,5,3
3,100.0,3,1,5,4
4,220.0,4,2,17,4
4,170.0,4,4,5,4
4,151.0,3,4,5,5
3,105.0,2,1,17,4
4,135.0,3,1,5,4
5,190.0,4,5,16,4
4,170.32,2,5,18,5
4,200.0,1,5,4,3
4,146.05,3,1,5,4
4,199.35,3,5,18,4
4,234.0,2,5,18,4
4,199.25,4,1,5,5
4,164.52,3,1,5,4
3,120.0,4,1,5,4
4,81.3,4,4,16,4
4,248.0,2,5,5,3
8,509.51,4,5,17,5
3,140.0,3,1,5,3
4,153.0,4,1,5,4
4,123.66,3,4,5,4
3,135.0,2,1,5,4
3,123.0,3,1,5,4
4,190.06,4,1,5,4
3,128.0,3,1,5,4
4,130.0,3,1,5,4
3,95.0,3,1,5,3
4,210.0,4,1,5,4
3,120.0,1,2,4,3
5,210.0,4,5,17,3
6,332.0,4,4,18,5
5,296.6,3,5,17,4
3,115.0,2,5,5,3
3,207.0,2,5,5,3
4,260.0,4,5,5,4
7,795.0,4,5,4,5
4,151.0,3,1,5,4
4,151.0,3,1,5,4
3,135.0,3,1,5,4
4,285.3,2,5,18,4
3,120.0,3,5,5,3
5,197.0,4,5,4,4
3,130.0,3,4,5,4
3,65.0,1,1,5,3
3,125.0,2,5,5,3
4,150.0,3,4,5,4
3,146.0,3,5,5,4
2,169.24,2,5,4,3
4,168.0,4,1,5,4
4,155.0,3,4,5,4
3,107.0,2,1,5,4
4,209.0,4,1,5,4
1,45.0,1,2,16,3
4,140.0,3,5,5,4
4,178.0,4,5,5,4
3,206.0,3,5,5,4
5,212.0,3,5,5,4
2,126.0,2,1,5,4
5,254.08,3,5,5,4
3,105.0,2,5,5,3
4,150.0,3,1,5,4
3,173.0,3,1,4,4
5,113.0,4,5,18,4
3,135.0,1,5,16,3
4,157.75,3,5,17,4
4,225.0,2,5,4,3
3,123.0,3,5,5,3
5,276.0,3,5,4,4
4,146.5,3,1,5,4
3,125.0,3,5,5,4
4,300.0,2,5,18,4
4,178.0,3,2,17,4
3,237.0,3,1,17,5
3,125.0,2,1,5,4
2,117.0,1,5,18,3
3,155.0,3,1,5,4
5,190.0,4,4,5,5
3,170.0,3,1,5,4
5,194.0,3,5,5,4
4,205.0,3,5,5,5
3,104.0,3,1,5,4
4,152.65,3,4,5,4
3,189.67,2,1,5,4
3,170.0,3,1,5,3
3,107.0,3,1,5,3
3,120.0,2,4,5,4
3,125.0,3,5,5,3
3,225.0,3,5,5,4
3,132.0,3,1,5,4
3,136.91,2,4,5,4
4,241.72,3,5,17,5
4,250.0,3,1,5,4
4,194.0,4,4,5,5
4,147.0,3,2,4,4
5,140.0,2,5,18,5
3,135.0,2,1,5,4
3,96.0,2,4,5,4
3,110.0,3,4,5,3
3,120.0,2,4,5,4
3,165.0,3,1,5,3
3,300.0,3,4,19,5
4,175.0,4,1,4,4
4,175.0,4,1,4,4
5,350.0,4,2,18,5
4,196.0,3,2,5,5
3,160.0,2,2,18,5
4,220.0,3,2,17,4
4,199.0,4,4,5,5
4,151.0,3,5,4,3
3,108.0,4,5,5,3
3,220.0,3,5,5,4
4,160.0,3,1,5,4
4,228.0,3,4,4,4
6,175.0,3,5,18,4
4,140.0,2,1,5,4
4,164.0,3,4,4,4
2,61.0,1,5,5,3
3,136.29,3,1,5,3
3,120.0,2,4,5,4
4,394.0,4,2,17,4
4,250.0,4,1,4,5
2,208.8,4,5,18,5
4,150.0,3,1,17,4
3,144.5,2,5,5,4
3,120.0,2,1,5,4
4,181.05,3,1,5,4
4,169.0,3,1,5,4
4,160.0,3,1,5,4
5,292.0,4,5,16,4
3,180.0,2,5,5,4
3,135.0,4,4,5,4
3,198.0,4,1,17,5
4,339.39,4,5,5,5
5,310.0,2,5,16,4
6,280.0,3,5,18,4
3,135.0,4,4,5,4
3,185.0,4,4,17,5
3,170.0,3,1,5,4
5,190.0,3,1,16,4
4,127.5,3,5,5,4
4,334.0,4,5,16,4
3,169.0,2,5,17,4
2,300.0,4,5,5,4
3,144.5,2,1,5,4
3,105.53,2,5,18,3
3,178.0,2,5,17,3
6,332.1,4,5,18,5
3,95.0,3,4,17,5
4,150.0,2,5,5,4
3,101.0,2,1,4,4
4,352.0,4,5,5,4
3,156.0,2,5,16,4
4,200.0,3,4,16,4
3,136.0,2,5,5,3
4,175.0,3,5,5,4
3,185.0,3,5,5,4
4,252.0,2,5,18,3
3,119.0,4,4,5,3
4,162.0,3,4,5,4
3,134.0,3,4,5,3
4,150.0,3,5,4,3
4,128.0,3,1,5,4
2,85.0,1,3,4,2
2,118.0,3,4,5,3
2,96.0,1,5,18,3
6,515.0,4,1,18,5
5,369.0,4,1,4,5
4,179.0,3,4,5,4
4,126.0,3,1,5,3
5,262.0,4,5,4,4
2,63.0,1,1,4,3
3,68.0,1,1,4,3
4,140.0,3,1,4,4
4,165.0,3,4,5,4
4,125.0,3,1,5,3
5,334.0,2,5,18,5
4,154.0,2,5,5,4
1,35.0,1,2,17,3
4,300.0,3,5,5,4
6,339.13,4,5,4,5
3,133.0,4,5,5,4
4,180.0,3,4,5,4
3,120.0,3,4,5,3
3,189.67,2,4,5,4
5,490.0,4,5,4,5
4,131.0,3,4,18,4
3,115.0,3,1,5,3
3,198.0,4,1,18,5
2,40.0,2,2,5,3
1,106.0,1,5,5,3
4,181.9,3,1,17,4
4,181.9,3,1,17,4
3,125.0,3,1,5,3
4,140.0,3,1,5,3
2,110.91,1,5,18,5
4,195.0,3,4,5,4
4,145.0,3,1,5,4
3,143.0,3,2,5,4
4,128.0,2,5,5,3
4,140.0,3,1,5,4
4,240.0,3,4,5,4
3,150.14,2,5,17,5
2,108.0,2,5,5,3
4,170.0,4,4,5,4
4,212.13,2,5,5,4
3,158.0,3,5,5,3
5,116.0,2,5,5,4
2,102.11,1,1,17,5
3,90.0,3,1,16,3
4,200.0,3,5,5,4
5,220.0,4,4,5,5
3,195.0,2,3,16,3
4,200.0,3,5,5,4
4,181.95,4,4,5,4
4,339.0,4,5,5,4
3,100.0,3,1,5,3
4,339.0,4,5,5,4
3,133.0,3,5,5,4
4,190.0,4,4,5,4
3,300.0,4,2,17,4
4,206.0,4,1,5,5
4,157.08,4,4,16,4
2,101.0,1,5,33,1
4,157.39,4,1,4,4
3,139.0,2,4,5,4
4,157.0,3,2,17,3
3,126.0,2,4,5,4
3,194.5,3,4,5,5
3,90.0,3,2,16,3
4,155.0,4,1,5,4
5,350.0,4,2,5,4
4,168.0,2,1,16,4
8,375.0,4,5,18,3
6,240.5,3,5,33,3
4,155.0,4,4,16,4
3,200.0,4,1,5,5
4,160.0,2,5,5,3
4,150.0,4,1,4,4
4,200.0,2,5,5,4
3,240.0,4,5,17,4
5,220.0,4,4,5,4
1,58.0,1,5,33,1
4,145.0,3,4,5,3
3,93.0,3,1,4,3
3,93.0,3,1,5,3
3,155.0,2,1,5,4
4,247.0,3,1,4,4
4,160.0,3,1,4,4
4,148.72,3,1,4,4
4,145.0,3,1,5,5
4,192.0,3,1,5,4
3,335.0,3,5,5,4
3,110.0,3,4,5,3
3,110.0,3,4,5,3
3,180.0,4,1,5,4
4,300.0,4,5,4,5
4,170.0,3,5,4,4
3,156.0,3,1,17,5
4,190.0,4,4,5,4
3,247.9,3,4,16,3
4,146.0,3,1,5,4
2,100.0,2,5,18,4
4,190.0,3,1,5,4
4,155.0,4,4,5,4
5,205.71,3,1,5,4
3,156.0,2,4,5,4
4,145.0,2,5,4,4
6,465.0,4,5,17,5
3,131.23,2,5,18,4
4,214.0,4,4,4,4
4,185.0,3,4,5,4
6,171.0,4,5,5,4
6,557.0,4,5,16,5
3,170.0,2,3,17,3
8,680.0,4,5,5,4
4,223.0,4,5,5,4
4,205.44,3,1,5,5
3,160.0,4,2,18,4
5,195.0,2,5,4,3
3,138.0,2,2,4,3
5,352.0,3,2,17,5
2,55.0,2,2,17,3
1,46.0,2,2,4,2
4,120.0,3,1,17,3
5,236.0,4,5,5,5
4,183.0,4,4,4,4
3,225.0,4,2,5,5
4,338.0,3,5,5,4
4,223.0,4,4,4,4
4,210.0,3,1,4,4
1,268.5,1,5,18,5
4,140.0,3,2,5,4
4,212.0,4,1,5,5
3,103.0,2,5,17,3
3,144.0,2,4,5,4
3,113.0,3,1,5,3
3,150.0,3,1,5,4
3,292.0,3,5,4,4
7,709.0,4,3,4,4
4,185.0,4,1,4,4
4,154.0,4,4,4,4
5,556.64,4,5,16,5
4,200.0,4,1,17,4
4,650.0,4,1,5,4
5,265.1,4,5,5,5
4,155.0,3,4,5,4
3,152.0,3,1,5,4
3,143.0,3,1,5,4
3,117.0,3,5,19,3
3,218.0,2,2,5,4
5,200.0,3,5,5,3
4,133.0,2,5,5,3
3,102.0,3,4,5,4
3,164.06,2,2,18,3
4,207.0,4,5,4,4
2,63.0,2,5,18,3
2,175.31,3,5,18,3
3,109.0,3,4,5,4
4,158.0,2,4,4,4
4,150.0,4,4,5,5
4,164.0,3,5,5,3
4,150.0,3,5,5,4
3,117.0,3,4,5,4
3,200.0,4,1,16,4
4,162.83,3,4,5,4
3,118.12,4,4,5,4
3,125.0,2,5,5,3
6,350.0,4,5,4,5
3,146.0,2,1,5,4
4,120.0,4,1,5,2
2,107.0,1,2,5,3
2,112.0,3,2,5,3
3,133.48,3,1,5,4
3,122.56,3,1,5,3
2,107.56,3,1,5,3
4,215.0,3,5,4,4
2,128.15,2,1,17,4
5,280.0,4,2,17,4
4,231.0,3,5,4,4
3,140.0,2,5,17,3
3,186.0,2,2,4,3
3,117.5,2,5,5,4
4,188.8,3,5,4,4
4,276.0,3,5,4,5
3,120.0,2,5,4,3
2,50.0,1,2,4,3
2,70.0,1,5,5,4
3,143.0,2,5,5,3
3,115.0,3,4,5,4
4,185.0,2,4,5,4
4,142.0,3,4,5,4
3,140.0,2,4,5,4
4,155.0,3,5,4,4
4,130.0,2,5,5,3
3,235.0,3,1,4,5
4,269.0,4,4,16,4
4,159.0,3,1,4,4
4,146.0,3,4,5,4
3,200.0,4,5,17,3
4,162.0,2,5,5,2
3,180.0,3,5,17,4
3,150.0,2,4,5,4
5,250.0,3,5,16,5
5,141.0,1,5,4,3
2,121.0,2,2,5,4
4,274.0,4,4,16,4
3,148.0,3,2,5,4
3,122.0,3,2,5,3
2,107.0,3,2,5,3
4,220.0,4,4,4,4
3,170.0,3,4,5,4
4,270.0,3,4,5,5
4,145.0,3,1,5,3
4,160.0,2,5,5,4
3,194.5,3,1,5,5
3,171.6,3,1,5,5
3,171.6,3,1,5,5
3,194.5,3,1,5,5
3,194.5,3,1,5,5
3,194.5,3,1,5,5
7,297.5,4,1,17,5
2,74.34,1,5,4,3
3,136.1,2,4,5,4
3,135.0,2,5,5,3
6,230.0,4,3,5,4
3,270.0,2,3,16,2
2,84.0,2,1,17,3
3,250.0,3,1,4,4
3,92.0,3,1,5,3
3,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
4,250.0,3,1,4,4
3,250.0,3,1,4,4
4,250.0,3,1,4,4
3,250.0,3,1,4,4
3,250.0,3,1,4,4
4,250.0,3,1,4,4
3,250.0,3,1,4,4
3,112.0,3,1,5,4
6,108.0,1,3,4,3
3,151.0,3,4,5,4
3,135.0,1,3,16,3
4,510.0,4,5,17,5
2,107.0,3,1,5,3
3,122.0,3,1,5,3
4,200.0,3,5,5,4
4,215.0,3,4,17,4
5,332.0,4,5,18,5
6,362.0,4,2,5,5
5,197.0,2,5,4,3
4,180.0,3,5,5,3
7,220.0,4,3,4,5
5,489.0,4,5,5,4
2,110.0,3,2,17,4
4,283.0,4,5,5,4
7,257.34,3,5,16,4
2,55.72,3,5,17,3
2,60.0,1,2,4,2
4,141.6,4,5,18,4
5,109.0,2,5,4,3
3,200.0,3,1,17,4
3,90.0,3,2,16,3
3,135.0,1,5,16,2
4,146.0,4,1,4,4
3,142.0,3,1,5,4
3,141.0,3,1,5,4
3,140.0,3,1,5,4
4,155.44,3,1,5,4
3,122.9,3,4,5,4
2,118.0,3,4,5,4
3,148.0,4,4,5,4
1,98.0,2,4,5,4
4,161.75,4,4,5,4
3,120.0,2,5,4,2
7,400.0,3,5,17,4
3,126.0,2,5,5,3
3,101.5,2,5,18,3
4,276.0,3,2,4,5
3,160.0,2,5,17,4
4,229.84,3,5,4,5
3,274.0,2,2,5,3
3,135.0,4,1,5,3
5,240.0,3,5,5,4
2,145.0,2,3,5,3
3,133.0,3,1,5,4
4,95.0,2,5,17,5
4,150.0,3,4,5,4
4,136.0,3,1,5,4
3,213.0,1,5,16,3
3,114.0,3,1,5,3
3,110.85,2,5,18,3
4,160.0,3,2,17,3
6,306.0,4,1,5,5
3,135.0,2,5,16,3
2,77.2,1,5,16,3
5,380.0,3,3,5,5
3,146.0,1,5,16,4
4,135.0,1,5,5,3
4,125.0,3,1,4,4
4,170.0,4,4,5,3
1,26.0,1,5,4,2
6,480.0,4,5,17,5
3,270.0,3,4,5,4
4,168.0,3,4,5,4
3,380.0,4,1,5,5
3,144.0,2,5,5,4
6,350.0,4,5,17,5
4,194.6,4,1,4,4
3,104.0,2,5,5,3
5,177.0,2,5,5,4
3,119.0,2,5,18,2
4,250.0,3,1,4,5
3,83.0,2,4,5,3
4,127.0,3,5,18,3
4,220.0,3,5,16,4
4,253.0,3,5,5,4
3,195.0,3,1,4,4
3,294.5,4,5,18,4
4,155.0,4,1,5,4
3,105.0,2,5,5,3
3,114.0,2,4,5,4
6,158.0,4,5,5,4
3,170.0,4,1,4,4
3,170.0,4,1,4,4
4,180.0,4,1,5,4
4,120.0,3,4,5,3
4,227.0,4,1,5,4
4,195.0,3,1,5,4
5,210.0,3,5,5,4
3,160.0,3,1,5,4
6,295.0,1,5,33,3
4,206.0,3,5,17,4
3,109.0,1,5,16,2
2,80.77,1,3,5,4
3,96.0,3,1,4,3
4,160.0,4,5,5,4
2,237.0,3,4,18,5
4,200.0,4,1,5,4
4,115.0,2,1,4,4
4,202.0,2,5,4,4
2,45.0,1,1,16,3
3,208.0,2,2,4,3
3,144.0,3,5,17,3
3,170.0,2,5,17,3
3,121.2,2,5,5,3
3,140.0,2,5,5,4
4,190.0,3,1,5,4
2,89.9,1,5,4,3
4,150.0,3,1,5,4
4,215.0,3,2,17,4
3,131.0,3,1,5,3
2,58.0,1,5,5,3
4,118.0,3,1,5,4
4,109.0,3,1,5,4
5,140.0,3,2,4,3
3,154.0,4,5,4,3
3,125.0,2,1,5,4
3,126.0,2,5,5,4
4,179.0,4,4,5,5
3,140.0,3,1,5,4
3,150.0,3,1,5,4
5,396.0,3,5,5,3
4,200.0,4,5,18,5
2,119.95,3,1,4,3
2,90.0,1,2,4,3
3,149.47,3,1,4,4
4,150.0,3,5,5,3
4,204.0,3,5,17,5
3,130.0,2,1,5,4
2,116.0,2,5,4,3
3,91.0,2,5,4,3
4,154.73,4,5,18,4
3,119.91,3,1,5,4
5,173.0,2,5,5,4
4,464.0,3,4,16,4
3,164.0,3,1,17,4
5,297.23,4,4,5,5
2,121.2,1,5,17,4
4,189.0,3,1,5,4
4,243.0,3,5,5,4
0,279.0,3,1,5,4
2,60.0,1,5,4,2
4,384.7,3,5,16,3
4,183.0,3,1,4,4
3,146.0,2,5,5,4
3,204.0,3,2,5,4
3,143.0,4,5,5,4
4,151.0,3,4,5,4
4,115.0,3,5,4,3
4,138.0,3,4,5,4
4,170.0,4,5,4,4
3,190.0,3,5,17,4
5,241.0,4,5,17,5
6,172.0,4,5,17,3
4,184.0,4,1,4,4
3,160.0,3,4,5,4
6,254.0,2,5,4,3
2,67.0,2,1,4,3
3,107.0,3,4,5,4
3,155.0,2,4,5,4
3,114.5,2,1,5,4
4,191.0,4,1,5,5
4,203.0,3,1,4,5
3,125.04,4,5,5,4
3,166.0,3,4,5,4
4,200.0,3,4,5,4
3,107.05,2,4,5,4
2,58.0,1,2,4,3
3,248.0,3,4,16,3
3,135.0,2,1,5,3
4,188.0,4,5,17,4
4,241.0,3,5,5,4
4,189.0,3,1,4,4
3,105.4,2,5,18,4
2,110.0,1,5,5,4
3,215.0,2,2,17,4
2,108.0,1,5,4,3
4,200.0,3,4,4,4
4,183.75,3,5,18,4
3,108.0,2,5,5,3
4,185.52,4,1,4,4
3,171.0,2,5,5,4
3,203.18,3,5,5,4
5,205.0,2,5,5,3
3,190.0,3,5,17,4
3,137.0,2,5,4,4
3,131.95,1,1,5,3
4,389.0,3,4,4,4
4,402.0,3,4,4,4
4,401.0,3,4,4,4
4,359.0,3,4,4,4
4,437.0,3,4,4,4
4,399.0,3,4,4,4
4,159.0,3,5,4,5
4,160.0,3,1,5,4
3,153.0,2,5,5,3
3,266.0,2,5,18,3
2,88.63,2,1,5,3
3,338.0,3,5,16,5
5,150.0,2,5,5,4
3,262.0,4,5,5,5
5,125.0,4,5,5,4
5,402.0,4,5,17,5
3,200.0,3,5,4,4
3,118.0,2,5,5,3
4,228.0,4,1,5,4
4,212.0,4,1,5,4
2,89.0,1,5,16,3
3,153.0,2,5,5,4
3,134.0,4,5,5,3
4,175.64,4,5,5,4
3,126.0,3,2,17,4
4,200.0,4,5,5,5
3,160.0,3,1,5,4
3,273.0,3,5,5,3
4,175.0,4,4,5,4
3,140.0,4,1,5,4
4,159.0,3,5,4,3
4,155.0,3,1,5,3
4,142.0,3,5,18,4
2,75.0,1,1,5,3
3,250.0,2,5,5,4
5,276.0,4,5,4,5
3,175.0,3,4,16,3
3,180.0,2,1,4,4
3,234.0,2,5,5,4
4,170.0,4,1,5,4
4,292.32,4,5,16,4
3,123.32,2,5,5,3
4,165.0,3,5,4,4
2,107.1,3,5,4,3
4,190.0,4,4,5,4
4,127.72,4,5,16,4
3,146.0,3,5,5,4
4,190.0,3,5,16,4
4,140.0,2,5,5,4
4,270.4,3,5,16,4
4,180.0,3,1,4,4
4,190.1,3,5,5,4
4,164.0,4,1,5,4
4,234.13,4,5,18,4
2,112.0,1,5,4,2
3,113.0,2,5,5,4
8,279.54,4,5,4,4
3,127.0,2,1,4,4
3,198.0,3,2,16,3
6,187.0,3,5,5,3
4,184.0,4,5,5,4
10,400.0,4,4,5,4
4,120.0,3,4,5,4
2,105.8,2,1,5,3
3,240.0,2,2,4,3
3,144.0,2,1,5,4
4,210.0,3,4,5,4
4,154.0,3,4,5,4
7,287.0,3,5,16,4
5,185.0,2,5,4,4
6,206.0,4,1,5,5
3,125.0,2,1,5,4
5,238.0,2,5,4,3
4,140.0,4,1,4,4
2,114.0,2,5,18,3
3,144.0,4,1,4,4
4,188.0,3,1,5,4
4,113.0,2,5,5,4
4,363.04,4,1,5,4
2,144.0,3,1,18,5
3,143.0,3,4,4,4
4,130.0,3,4,5,4
4,240.0,4,2,4,5
4,209.0,4,1,18,5
4,185.8,2,5,5,4
3,103.0,2,2,4,3
4,292.0,1,5,4,3
3,180.0,3,5,17,3
3,112.0,2,5,5,3
6,349.0,4,5,4,5
4,197.0,3,5,5,3
4,270.0,4,1,4,4
4,140.0,3,4,5,4
4,115.82,4,5,18,5
3,109.0,3,4,5,4
5,166.0,3,5,5,4
4,220.0,3,1,4,5
5,395.0,4,5,5,5
4,180.0,2,5,4,3
3,148.0,2,1,5,4
5,309.0,3,5,16,3
5,225.52,3,5,17,4
3,233.0,3,5,4,3
3,125.0,3,1,5,3
4,367.0,3,5,4,4
4,224.55,3,1,4,4
3,150.0,3,4,5,4
5,158.0,3,5,17,4
3,155.0,3,1,5,4
4,178.0,4,1,4,4
4,254.6,4,4,16,4
3,150.0,4,5,4,4
5,377.24,4,4,5,5
3,208.44,2,5,4,3
6,472.0,4,5,4,4
4,100.0,2,1,5,5
3,100.0,2,1,5,4
5,150.0,3,5,5,3
4,120.0,2,5,5,2
4,250.0,4,5,4,4
2,90.0,1,5,16,2
3,157.0,2,1,5,4
3,157.0,2,1,5,4
4,194.0,3,5,4,3
2,85.0,2,5,5,3
4,230.0,4,1,5,4
4,188.0,2,4,17,4
4,203.35,4,5,16,4
4,192.0,3,1,16,4
3,123.82,3,1,5,4
1,112.0,2,2,17,3
4,163.0,3,1,4,4
4,277.0,2,5,18,5
3,140.0,2,1,5,4
4,301.0,4,5,16,5
5,266.77,3,5,18,4
3,115.0,2,5,18,4
2,161.0,1,5,17,3
4,223.0,3,5,17,4
3,130.0,3,1,5,4
3,132.0,2,5,5,4
3,51.46,2,5,17,3
3,115.0,3,1,5,3
3,157.0,3,1,4,4
2,213.64,2,5,18,4
6,255.0,2,5,4,3
4,132.0,3,1,5,4
5,241.55,4,1,5,5
7,278.39,4,5,18,5
3,244.29,4,5,4,5
3,120.0,3,4,5,4
6,244.0,4,2,5,5
2,88.63,3,5,5,3
3,165.0,4,1,4,4
3,123.82,3,5,5,4
3,180.7,2,5,5,4
3,232.0,2,4,5,4
4,208.65,4,4,5,4
4,211.0,4,1,5,4
4,208.65,4,4,5,4
5,163.05,3,5,5,4
